run_number,path,shape,dtype,size,role
44779,raw_data_1/selog/ForwardFoilLeft/set_control,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/selog/ForwardFoilLeft/setpoint,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/selog/ForwardFoilLeft/setpoint_spread,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/selog/ForwardFoilLeft/value,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/selog/ForwardFoilLeft/value_log/alarm_severity,"(1, 1)",|S4,1,concrete_sample_5I
44779,raw_data_1/selog/ForwardFoilLeft/value_log/alarm_status,"(1, 1)",|S8,1,concrete_sample_5I
44779,raw_data_1/selog/ForwardFoilLeft/value_log/alarm_time,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/selog/ForwardFoilLeft/value_log/name,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/selog/ForwardFoilLeft/value_log/time,"(2,)",float32,2,concrete_sample_5I
44779,raw_data_1/selog/ForwardFoilLeft/value_log/value,"(2,)",float32,2,concrete_sample_5I
44779,raw_data_1/selog/ForwardFoilLeft/value_log/value_valid,"(2,)",int32,2,concrete_sample_5I
44779,raw_data_1/selog/ForwardFoilLeft/value_spread,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/selog/ForwardFoilLeft/vi_name,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/selog/ForwardFoilRight/read_control,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/selog/ForwardFoilRight/set_control,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/selog/ForwardFoilRight/setpoint,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/selog/ForwardFoilRight/setpoint_spread,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/selog/ForwardFoilRight/value,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/selog/ForwardFoilRight/value_log/alarm_severity,"(1, 1)",|S4,1,concrete_sample_5I
44779,raw_data_1/selog/ForwardFoilRight/value_log/alarm_status,"(1, 1)",|S8,1,concrete_sample_5I
44779,raw_data_1/selog/ForwardFoilRight/value_log/alarm_time,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/selog/ForwardFoilRight/value_log/name,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/selog/ForwardFoilRight/value_log/time,"(2,)",float32,2,concrete_sample_5I
44779,raw_data_1/selog/ForwardFoilRight/value_log/value,"(2,)",float32,2,concrete_sample_5I
44779,raw_data_1/selog/ForwardFoilRight/value_log/value_valid,"(2,)",int32,2,concrete_sample_5I
44779,raw_data_1/selog/ForwardFoilRight/value_spread,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/selog/ForwardFoilRight/vi_name,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/selog/ICP_DAE_TD/read_control,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/selog/ICP_DAE_TD/set_control,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/selog/ICP_DAE_TD/value_log/alarm_severity,"(1, 1)",|S2,1,concrete_sample_5I
44779,raw_data_1/selog/ICP_DAE_TD/value_log/alarm_status,"(1, 1)",|S2,1,concrete_sample_5I
44779,raw_data_1/selog/ICP_DAE_TD/value_log/alarm_time,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/selog/ICP_DAE_TD/value_log/name,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/selog/ICP_DAE_TD/value_log/time,"(56,)",float32,56,concrete_sample_5I
44779,raw_data_1/selog/ICP_DAE_TD/value_log/value,"(56,)",float32,56,concrete_sample_5I
44779,raw_data_1/selog/ICP_DAE_TD/value_log/value_valid,"(56,)",int32,56,concrete_sample_5I
44779,raw_data_1/selog/ICP_DAE_TD/vi_name,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/selog/ICP_SYS_TD/read_control,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/selog/ICP_SYS_TD/set_control,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/selog/ICP_SYS_TD/value_log/alarm_severity,"(1, 1)",|S2,1,concrete_sample_5I
44779,raw_data_1/selog/ICP_SYS_TD/value_log/alarm_status,"(1, 1)",|S2,1,concrete_sample_5I
44779,raw_data_1/selog/ICP_SYS_TD/value_log/alarm_time,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/selog/ICP_SYS_TD/value_log/name,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/selog/ICP_SYS_TD/value_log/time,"(56,)",float32,56,concrete_sample_5I
44779,raw_data_1/selog/ICP_SYS_TD/value_log/value,"(56,)",float32,56,concrete_sample_5I
44779,raw_data_1/selog/ICP_SYS_TD/value_log/value_valid,"(56,)",int32,56,concrete_sample_5I
44779,raw_data_1/selog/ICP_SYS_TD/vi_name,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/selog/Parani/read_control,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/selog/Parani/set_control,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/selog/Parani/setpoint,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/selog/Parani/setpoint_spread,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/selog/Parani/value,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/selog/Parani/value_log/alarm_severity,"(1, 1)",|S4,1,concrete_sample_5I
44779,raw_data_1/selog/Parani/value_log/alarm_status,"(1, 1)",|S8,1,concrete_sample_5I
44779,raw_data_1/selog/Parani/value_log/alarm_time,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/selog/Parani/value_log/name,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/selog/Parani/value_log/time,"(28,)",float32,28,concrete_sample_5I
44779,raw_data_1/selog/Parani/value_log/value,"(28,)",float32,28,concrete_sample_5I
44779,raw_data_1/selog/Parani/value_log/value_valid,"(28,)",int32,28,concrete_sample_5I
44779,raw_data_1/selog/Parani/value_spread,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/selog/Parani/vi_name,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/selog/Penning/read_control,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/selog/Penning/set_control,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/selog/Penning/setpoint,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/selog/Penning/setpoint_spread,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/selog/Penning/value,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/selog/Penning/value_log/alarm_severity,"(1, 1)",|S4,1,concrete_sample_5I
44779,raw_data_1/selog/Penning/value_log/alarm_status,"(1, 1)",|S8,1,concrete_sample_5I
44779,raw_data_1/selog/Penning/value_log/alarm_time,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/selog/Penning/value_log/name,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/selog/Penning/value_log/time,"(13,)",float32,13,concrete_sample_5I
44779,raw_data_1/selog/Penning/value_log/value,"(13,)",float32,13,concrete_sample_5I
44779,raw_data_1/selog/Penning/value_log/value_valid,"(13,)",int32,13,concrete_sample_5I
44779,raw_data_1/selog/Penning/value_spread,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/selog/Penning/vi_name,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/selog/Sample/read_control,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/selog/Sample/set_control,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/selog/Sample/setpoint,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/selog/Sample/setpoint_spread,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/selog/Sample/value,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/selog/Sample/value_log/alarm_severity,"(1, 1)",|S4,1,concrete_sample_5I
44779,raw_data_1/selog/Sample/value_log/alarm_status,"(1, 1)",|S8,1,concrete_sample_5I
44779,raw_data_1/selog/Sample/value_log/alarm_time,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/selog/Sample/value_log/name,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/selog/Sample/value_log/time,"(2,)",float32,2,concrete_sample_5I
44779,raw_data_1/selog/Sample/value_log/value,"(2,)",float32,2,concrete_sample_5I
44779,raw_data_1/selog/Sample/value_log/value_valid,"(2,)",int32,2,concrete_sample_5I
44779,raw_data_1/selog/Sample/value_spread,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/selog/Sample/vi_name,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/selog/Stick/read_control,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/selog/Stick/set_control,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/selog/Stick/setpoint,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/selog/Stick/setpoint_spread,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/selog/Stick/value,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/selog/Stick/value_log/alarm_severity,"(1, 1)",|S4,1,concrete_sample_5I
44779,raw_data_1/selog/Stick/value_log/alarm_status,"(1, 1)",|S8,1,concrete_sample_5I
44779,raw_data_1/selog/Stick/value_log/alarm_time,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/selog/Stick/value_log/name,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/selog/Stick/value_log/time,"(2,)",float32,2,concrete_sample_5I
44779,raw_data_1/selog/Stick/value_log/value,"(2,)",float32,2,concrete_sample_5I
44779,raw_data_1/selog/Stick/value_log/value_valid,"(2,)",int32,2,concrete_sample_5I
44779,raw_data_1/selog/Stick/value_spread,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/selog/Stick/vi_name,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/selog/TS1_Freq/read_control,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/selog/TS1_Freq/set_control,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/selog/TS1_Freq/setpoint,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/selog/TS1_Freq/setpoint_spread,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/selog/TS1_Freq/value,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/selog/TS1_Freq/value_log/alarm_severity,"(1, 1)",|S4,1,concrete_sample_5I
44779,raw_data_1/selog/TS1_Freq/value_log/alarm_status,"(1, 1)",|S8,1,concrete_sample_5I
44779,raw_data_1/selog/TS1_Freq/value_log/alarm_time,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/selog/TS1_Freq/value_log/name,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/selog/TS1_Freq/value_log/time,"(2,)",float32,2,concrete_sample_5I
44779,raw_data_1/selog/TS1_Freq/value_log/value,"(2,)",float32,2,concrete_sample_5I
44779,raw_data_1/selog/TS1_Freq/value_log/value_valid,"(2,)",int32,2,concrete_sample_5I
44779,raw_data_1/selog/TS1_Freq/value_spread,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/selog/TS1_Freq/vi_name,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/selog/Water_Bath_Temp/read_control,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/selog/Water_Bath_Temp/set_control,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/selog/Water_Bath_Temp/setpoint,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/selog/Water_Bath_Temp/setpoint_spread,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/selog/Water_Bath_Temp/value,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/selog/Water_Bath_Temp/value_log/alarm_severity,"(1, 1)",|S4,1,concrete_sample_5I
44779,raw_data_1/selog/Water_Bath_Temp/value_log/alarm_status,"(1, 1)",|S8,1,concrete_sample_5I
44779,raw_data_1/selog/Water_Bath_Temp/value_log/alarm_time,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/selog/Water_Bath_Temp/value_log/name,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/selog/Water_Bath_Temp/value_log/time,"(7,)",float32,7,concrete_sample_5I
44779,raw_data_1/selog/Water_Bath_Temp/value_log/value,"(7,)",float32,7,concrete_sample_5I
44779,raw_data_1/selog/Water_Bath_Temp/value_log/value_valid,"(7,)",int32,7,concrete_sample_5I
44779,raw_data_1/selog/Water_Bath_Temp/value_spread,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/selog/Water_Bath_Temp/vi_name,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/selog/vetoed_frames/read_control,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/selog/vetoed_frames/set_control,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/selog/vetoed_frames/setpoint,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/selog/vetoed_frames/setpoint_spread,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/selog/vetoed_frames/value,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/selog/vetoed_frames/value_log/alarm_severity,"(1, 1)",|S4,1,concrete_sample_5I
44779,raw_data_1/selog/vetoed_frames/value_log/alarm_status,"(1, 1)",|S8,1,concrete_sample_5I
44779,raw_data_1/selog/vetoed_frames/value_log/alarm_time,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/selog/vetoed_frames/value_log/name,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/selog/vetoed_frames/value_log/time,"(2,)",float32,2,concrete_sample_5I
44779,raw_data_1/selog/vetoed_frames/value_log/value,"(2,)",float32,2,concrete_sample_5I
44779,raw_data_1/selog/vetoed_frames/value_log/value_valid,"(2,)",int32,2,concrete_sample_5I
44779,raw_data_1/selog/vetoed_frames/value_spread,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/selog/vetoed_frames/vi_name,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/start_time,"(1,)",|S19,1,concrete_sample_5I
44779,raw_data_1/title,"(1,)",|S45,1,concrete_sample_5I
44779,raw_data_1/total_counts,"(1,)",uint64,1,concrete_sample_5I
44779,raw_data_1/total_uncounted_counts,"(1,)",int32,1,concrete_sample_5I
44779,raw_data_1/user_1/affiliation,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/user_1/name,"(1,)",|S11,1,concrete_sample_5I
44792,raw_data_1/beamline,"(1,)",|S7,1,late_empty_control
44792,raw_data_1/collection_time,"(1,)",float32,1,late_empty_control
44792,raw_data_1/definition,"(1,)",|S6,1,late_empty_control
44792,raw_data_1/definition_local,"(1,)",|S10,1,late_empty_control
44792,raw_data_1/detector_1/counts,"(1, 196, 9729)",int32,1906884,late_empty_control
44792,raw_data_1/detector_1/period_index,"(1,)",int32,1,late_empty_control
44792,raw_data_1/detector_1/spectrum_index,"(196,)",int32,196,late_empty_control
44792,raw_data_1/detector_1/time_of_flight,"(9730,)",float32,9730,late_empty_control
44792,raw_data_1/duration,"(1,)",float32,1,late_empty_control
44792,raw_data_1/end_time,"(1,)",|S19,1,late_empty_control
44792,raw_data_1/experiment_identifier,"(1,)",|S7,1,late_empty_control
44792,raw_data_1/good_frames,"(1,)",int32,1,late_empty_control
44792,raw_data_1/instrument/dae/detector_table_file,"(1,)",|S83,1,late_empty_control
44792,raw_data_1/instrument/dae/spectra_table_file,"(1,)",|S83,1,late_empty_control
44792,raw_data_1/instrument/dae/time_channels_1/time_of_flight_raw,"(9730,)",int32,9730,late_empty_control
44792,raw_data_1/instrument/dae/type,"(1,)",|S9,1,late_empty_control
44792,raw_data_1/instrument/dae/vetos/ISIS_50Hz,"(1,)",int32,1,late_empty_control
44792,raw_data_1/instrument/dae/vetos/TS2_pulse,"(1,)",int32,1,late_empty_control
44792,raw_data_1/instrument/dae/vetos/ext0,"(1,)",int32,1,late_empty_control
44792,raw_data_1/instrument/dae/vetos/ext1,"(1,)",int32,1,late_empty_control
44792,raw_data_1/instrument/dae/vetos/ext2,"(1,)",int32,1,late_empty_control
44792,raw_data_1/instrument/dae/vetos/ext3,"(1,)",int32,1,late_empty_control
44792,raw_data_1/instrument/dae/vetos/fermi_chopper0,"(1,)",int32,1,late_empty_control
44792,raw_data_1/instrument/dae/vetos/fermi_chopper1,"(1,)",int32,1,late_empty_control
44792,raw_data_1/instrument/dae/vetos/fermi_chopper2,"(1,)",int32,1,late_empty_control
44792,raw_data_1/instrument/dae/vetos/fermi_chopper3,"(1,)",int32,1,late_empty_control
44792,raw_data_1/instrument/dae/vetos/fifo,"(1,)",int32,1,late_empty_control
44792,raw_data_1/instrument/dae/vetos/internal,"(1,)",int32,1,late_empty_control
44792,raw_data_1/instrument/dae/vetos/msmode,"(1,)",int32,1,late_empty_control
44792,raw_data_1/instrument/dae/vetos/smp,"(1,)",int32,1,late_empty_control
44792,raw_data_1/instrument/dae/wiring_table_file,"(1,)",|S86,1,late_empty_control
44792,raw_data_1/instrument/detector_1/delt,"(196,)",float32,196,late_empty_control
44792,raw_data_1/instrument/detector_1/distance,"(196,)",float32,196,late_empty_control
44792,raw_data_1/instrument/detector_1/polar_angle,"(196,)",float32,196,late_empty_control
44792,raw_data_1/instrument/detector_1/source_detector_distance,"(1,)",float32,1,late_empty_control
44792,raw_data_1/instrument/moderator/distance,"(1,)",float32,1,late_empty_control
44792,raw_data_1/instrument/name,"(1,)",|S7,1,late_empty_control
44792,raw_data_1/instrument/source/name,"(1,)",|S4,1,late_empty_control
44792,raw_data_1/instrument/source/probe,"(1,)",|S8,1,late_empty_control
44792,raw_data_1/instrument/source/type,"(1,)",|S21,1,late_empty_control
44792,raw_data_1/isis_vms_compat/ADD,"(9,)",int32,9,late_empty_control
44792,raw_data_1/isis_vms_compat/CODE,"(198,)",int32,198,late_empty_control
44792,raw_data_1/isis_vms_compat/CRAT,"(198,)",int32,198,late_empty_control
44792,raw_data_1/isis_vms_compat/CRPB,"(32, 1)",|S4,32,late_empty_control
44792,raw_data_1/isis_vms_compat/CSPB,"(64, 1)",|S4,64,late_empty_control
44792,raw_data_1/isis_vms_compat/DAEP,"(64,)",int32,64,late_empty_control
44792,raw_data_1/isis_vms_compat/DELT,"(198,)",float32,198,late_empty_control
44792,raw_data_1/isis_vms_compat/FORM,"(1,)",int32,1,late_empty_control
44792,raw_data_1/isis_vms_compat/HDR,"(1,)",|S80,1,late_empty_control
44792,raw_data_1/isis_vms_compat/IRPB,"(32,)",int32,32,late_empty_control
44792,raw_data_1/isis_vms_compat/ISPB,"(64,)",int32,64,late_empty_control
44792,raw_data_1/isis_vms_compat/IVPB,"(64,)",int32,64,late_empty_control
44792,raw_data_1/isis_vms_compat/LEN2,"(198,)",float32,198,late_empty_control
44792,raw_data_1/isis_vms_compat/MDET,"(2,)",int32,2,late_empty_control
44792,raw_data_1/isis_vms_compat/MODN,"(198,)",int32,198,late_empty_control
44792,raw_data_1/isis_vms_compat/MONP,"(2,)",int32,2,late_empty_control
44792,raw_data_1/isis_vms_compat/MPOS,"(198,)",int32,198,late_empty_control
44792,raw_data_1/isis_vms_compat/NAME,"(1,)",|S8,1,late_empty_control
44792,raw_data_1/isis_vms_compat/NDET,"(1,)",int32,1,late_empty_control
44792,raw_data_1/isis_vms_compat/NFPP,"(1,)",int32,1,late_empty_control
44792,raw_data_1/isis_vms_compat/NMON,"(1,)",int32,1,late_empty_control
44792,raw_data_1/isis_vms_compat/NOTE,"(1,)",|S19,1,late_empty_control
44792,raw_data_1/isis_vms_compat/NPER,"(1,)",int32,1,late_empty_control
44792,raw_data_1/isis_vms_compat/NSEP,"(1,)",int32,1,late_empty_control
44792,raw_data_1/isis_vms_compat/NSP1,"(1,)",int32,1,late_empty_control
44792,raw_data_1/isis_vms_compat/NTC1,"(1,)",int32,1,late_empty_control
44792,raw_data_1/isis_vms_compat/NTLL,"(1,)",int32,1,late_empty_control
44792,raw_data_1/isis_vms_compat/NTNL,"(1,)",int32,1,late_empty_control
44792,raw_data_1/isis_vms_compat/NTRG,"(1,)",int32,1,late_empty_control
44792,raw_data_1/isis_vms_compat/NUSE,"(1,)",int32,1,late_empty_control
44792,raw_data_1/isis_vms_compat/PMAP,"(256,)",int32,256,late_empty_control
44792,raw_data_1/isis_vms_compat/PRE1,"(1,)",int32,1,late_empty_control
44792,raw_data_1/isis_vms_compat/RRPB,"(32,)",float32,32,late_empty_control
44792,raw_data_1/isis_vms_compat/RSPB,"(64,)",float32,64,late_empty_control
44792,raw_data_1/isis_vms_compat/RUN,"(1,)",int32,1,late_empty_control
44792,raw_data_1/isis_vms_compat/RVPB,"(64,)",float32,64,late_empty_control
44792,raw_data_1/isis_vms_compat/SPB,"(64,)",int32,64,late_empty_control
44792,raw_data_1/isis_vms_compat/SPEC,"(198,)",int32,198,late_empty_control
44792,raw_data_1/isis_vms_compat/TCM1,"(5,)",int32,5,late_empty_control
44792,raw_data_1/isis_vms_compat/TCP1,"(20,)",float32,20,late_empty_control
44792,raw_data_1/isis_vms_compat/TIMR,"(198,)",int32,198,late_empty_control
44792,raw_data_1/isis_vms_compat/TITL,"(1,)",|S80,1,late_empty_control
44792,raw_data_1/isis_vms_compat/TTHE,"(198,)",float32,198,late_empty_control
44792,raw_data_1/isis_vms_compat/UDET,"(198,)",int32,198,late_empty_control
44792,raw_data_1/isis_vms_compat/ULEN,"(1,)",int32,1,late_empty_control
44792,raw_data_1/isis_vms_compat/USER,"(1,)",|S160,1,late_empty_control
44792,raw_data_1/isis_vms_compat/VER1,"(1,)",int32,1,late_empty_control
44792,raw_data_1/isis_vms_compat/VER2,"(1,)",int32,1,late_empty_control
44792,raw_data_1/isis_vms_compat/VER3,"(1,)",int32,1,late_empty_control
44792,raw_data_1/isis_vms_compat/VER4,"(1,)",int32,1,late_empty_control
44792,raw_data_1/isis_vms_compat/VER5,"(1,)",int32,1,late_empty_control
44792,raw_data_1/isis_vms_compat/VER6,"(1,)",int32,1,late_empty_control
44792,raw_data_1/isis_vms_compat/VER7,"(1,)",int32,1,late_empty_control
44792,raw_data_1/isis_vms_compat/VER8,"(1,)",int32,1,late_empty_control
44792,raw_data_1/isis_vms_compat/VER9,"(1,)",int32,1,late_empty_control
44792,raw_data_1/measurement/first_run,"(1,)",int32,1,late_empty_control
44792,raw_data_1/measurement/id,"(1,)",|S1,1,late_empty_control
44792,raw_data_1/measurement/label,"(1,)",|S1,1,late_empty_control
44792,raw_data_1/measurement/subid,"(1,)",|S1,1,late_empty_control
44792,raw_data_1/measurement/type,"(1,)",|S1,1,late_empty_control
44792,raw_data_1/measurement_first_run,"(1,)",int32,1,late_empty_control
44792,raw_data_1/measurement_id,"(1,)",|S1,1,late_empty_control
44792,raw_data_1/measurement_label,"(1,)",|S1,1,late_empty_control
44792,raw_data_1/measurement_subid,"(1,)",|S1,1,late_empty_control
44792,raw_data_1/measurement_type,"(1,)",|S1,1,late_empty_control
44792,raw_data_1/monitor_1/data,"(1, 1, 9729)",int32,9729,late_empty_control
44792,raw_data_1/monitor_1/monitor_number,"(1,)",int32,1,late_empty_control
44792,raw_data_1/monitor_1/spectrum_index,"(1,)",int32,1,late_empty_control
44792,raw_data_1/monitor_2/data,"(1, 1, 9729)",int32,9729,late_empty_control
44792,raw_data_1/monitor_2/monitor_number,"(1,)",int32,1,late_empty_control
44792,raw_data_1/monitor_2/spectrum_index,"(1,)",int32,1,late_empty_control
44792,raw_data_1/monitor_events_not_saved,"(1,)",int64,1,late_empty_control
